,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
402,palmer,US,2024-04-25 22:19:13,42.1584,-72.3287,0,64,42.674000000000014,1.44
403,saipan,MP,2024-04-25 22:19:13,15.1355,145.701,75,62,88.77200000000005,8.75
404,sungai raya,ID,2024-04-25 22:19:13,0.7,108.9,97,68,88.358,2.07
405,mega,ET,2024-04-25 22:19:13,4.05,38.3,100,97,60.15199999999997,1.66
406,undurkhaan,MN,2024-04-25 22:19:13,47.3194,110.6556,100,34,37.508,4
407,barcelos,PT,2024-04-25 22:09:28,41.5388,-8.6151,99,84,58.11799999999998,1.52
408,mar del plata,AR,2024-04-25 22:18:11,-38.0023,-57.5575,75,93,56.35399999999996,4.47
409,lerwick,GB,2024-04-25 22:19:14,60.1545,-1.1494,100,78,37.66999999999996,1.08
410,nouadhibou,MR,2024-04-25 22:19:14,20.931,-17.0347,100,73,71.85199999999998,5.66
411,geneina,SD,2024-04-25 22:19:14,13.45,22.45,12,33,81.55399999999995,2.68
412,shohimardon,UZ,2024-04-25 22:19:15,39.9839,71.8028,100,77,56.443999999999974,1.55
413,luxeuil-les-bains,FR,2024-04-25 22:19:15,47.8171,6.365,100,76,44.6,3.09
414,sao felix do xingu,BR,2024-04-25 22:19:15,-6.6447,-51.995,56,96,72.75199999999998,0.14
415,kapa'a,US,2024-04-25 22:19:15,22.0752,-159.319,100,73,82.65199999999999,7.72
416,petrovsk,RU,2024-04-25 22:19:15,52.3064,45.3917,100,63,58.658,5.33
417,aykhal,RU,2024-04-25 22:15:40,66,111.5,100,87,19.49000000000002,6.57
418,aquin,HT,2024-04-25 22:19:16,18.2833,-73.4,100,83,77.25199999999998,1.52
419,vyaz'ma,RU,2024-04-25 22:19:16,55.2104,34.2951,32,91,45.5,3.73
420,morehead city,US,2024-04-25 22:18:39,34.7229,-76.726,100,85,57.469999999999956,5.81
421,constitucion,CL,2024-04-25 22:15:21,-35.3333,-72.4167,100,86,54.69800000000002,1.24
422,lubango,AO,2024-04-25 22:19:17,-14.9172,13.4925,69,62,60.15199999999997,1.62
423,ishigaki,JP,2024-04-25 22:19:17,24.3448,124.1572,75,84,86.39600000000004,5.14
424,ribeira brava,PT,2024-04-25 22:19:17,32.65,-17.0667,0,69,63.98599999999997,2.52
425,san andres,CO,2024-04-25 22:19:17,12.5847,-81.7006,20,79,84.48800000000006,4.63
426,uturoa,PF,2024-04-25 22:10:09,-16.7333,-151.4333,25,75,83.35399999999996,4.32
427,skovorodino,RU,2024-04-25 22:19:18,53.9833,123.9167,56,35,36.95,6.42
428,puerto san carlos,,,,,,,,
429,sanctuary point,AU,2024-04-25 22:19:18,-35.1114,150.629,0,47,69.25999999999999,3.61
430,visby,SE,2024-04-25 22:19:18,57.6409,18.296,100,100,35.311999999999955,1.54
431,khandyga,RU,2024-04-25 22:19:18,62.6667,135.6,100,70,23.575999999999986,2.81
432,gembu,NG,2024-04-25 22:19:18,6.7,11.2667,96,84,64.83200000000002,1.21
433,cascais,PT,2024-04-25 22:19:18,38.6979,-9.4215,100,88,58.78399999999999,9.83
434,biloxi,US,2024-04-25 22:19:11,30.396,-88.8853,0,73,73.72400000000002,3.6
435,rodolfo sanchez taboada,MX,2024-04-25 22:19:19,31.7167,-116.5667,65,70,59.377999999999965,0.45
436,kerikeri,NZ,2024-04-25 22:19:19,-35.2268,173.9474,100,71,70.17799999999997,3.8
437,innoshima,JP,2024-04-25 22:19:19,34.2833,133.1833,100,75,69.83599999999997,0.93
438,devinuwara,,,,,,,,
439,konduga,NG,2024-04-25 22:19:19,11.6558,13.4213,28,30,86.18000000000004,3.89
440,cill airne,IE,2024-04-25 22:19:20,52.05,-9.5167,100,97,45.31999999999996,2.11
441,palikir - national government center,FM,2024-04-25 22:19:20,6.9248,158.1611,100,79,87.00800000000001,4.63
442,chinde,NP,2024-04-25 22:19:20,26.8418,88.0763,0,17,79.89800000000002,2.8
443,viqueque,TL,2024-04-25 22:19:20,-8.8673,126.3658,50,67,85.85600000000002,3.77
444,oranjemund,NA,2024-04-25 22:19:21,-28.55,16.4333,96,95,57.00199999999998,3.38
445,nadi,FJ,2024-04-25 22:19:21,-17.8,177.4167,75,70,88.06999999999996,4.63
446,slave lake,CA,2024-04-25 22:19:21,55.2834,-114.769,0,70,41.251999999999974,5.14
447,al-`ula,,,,,,,,
448,olovyannaya,RU,2024-04-25 22:19:21,50.95,115.5667,13,31,45.95,4.21
449,ghat,LY,2024-04-25 22:19:22,24.9647,10.1728,0,16,75.36199999999997,3.05
450,caibarien,CU,2024-04-25 22:18:52,22.5206,-79.4669,0,71,71.18599999999998,5.95
451,arno,SE,2024-04-25 22:19:22,60.1167,18.6333,100,98,35.05999999999998,2.57
452,sorong,ID,2024-04-25 22:19:22,-0.8833,131.25,36,77,84.39800000000002,3.8
453,ljusdal,SE,2024-04-25 22:19:22,61.8288,16.0913,100,87,32.161999999999956,1.69
454,westport,US,2024-04-25 22:17:06,41.1415,-73.3579,0,64,44.69000000000002,2.57
455,tabou,CI,2024-04-25 22:19:23,4.423,-7.3528,72,85,81.48200000000003,2.35
456,tilcara,AR,2024-04-25 22:19:23,-23.5776,-65.3509,62,27,55.903999999999954,1.98
457,markovo,RU,2024-04-25 22:19:23,57.3206,107.0881,100,68,34.358000000000004,3.44
458,kavieng,PG,2024-04-25 22:19:23,-2.5744,150.7967,79,73,85.58599999999997,3.21
459,chadron,US,2024-04-25 22:19:23,42.8294,-102.9999,100,81,56.227999999999966,2.57
460,namsos,NO,2024-04-25 22:19:23,64.4662,11.4957,17,70,37.72400000000001,4.12
461,lichuan,CN,2024-04-25 22:19:24,30.3,108.85,45,56,71.16799999999998,0.4
462,balqash,KZ,2024-04-25 22:19:24,46.8481,74.995,0,36,43.66400000000003,12
463,akureyri,IS,2024-04-25 22:07:19,65.6835,-18.0878,100,88,38.588000000000044,1.24
464,timbuktu,ML,2024-04-25 22:19:24,16.7735,-3.0074,2,10,87.35,4.36
465,bathsheba,BB,2024-04-25 22:19:24,13.2167,-59.5167,40,74,81.48200000000003,8.75
466,darhan,MN,2024-04-25 22:19:25,49.4867,105.9228,51,29,42.061999999999955,4.59
467,caazapa,PY,2024-04-25 22:19:25,-26.15,-56.4,23,81,75.83000000000004,2.31
468,ulladulla,AU,2024-04-25 22:19:25,-35.35,150.4667,0,48,68.03599999999997,3.54
469,aioun,MR,2024-04-25 22:19:25,16.6614,-9.6149,3,19,89.18599999999998,4.27
470,antalaha,MG,2024-04-25 22:16:01,-14.9003,50.2788,96,92,75.59600000000006,2.9
471,zhanaozen,KZ,2024-04-25 22:19:26,43.3,52.8,0,53,64.47200000000004,3.9
472,kothi,IN,2024-04-25 22:19:26,24.75,80.7833,0,12,95.88200000000002,1.44
473,broome,US,2024-04-25 22:19:26,42.2506,-75.833,0,71,36.96799999999998,1.76
474,kuanda,RU,2024-04-25 22:19:26,56.3161,116.0806,99,39,35.45600000000003,3.58
475,tsiombe,MG,2024-04-25 22:19:27,-25.3,45.4833,15,95,69.65600000000003,1.98
476,yangor,,,,,,,,
477,forster,AU,2024-04-25 22:19:27,-32.1667,152.5167,75,70,70.64600000000004,5.6
478,tateyama,JP,2024-04-25 22:19:27,34.9833,139.8667,75,64,73.59800000000003,5.14
479,tucupita,VE,2024-04-25 22:19:28,9.0622,-62.051,88,86,75.41600000000001,1.95
480,juan griego,VE,2024-04-25 22:19:28,11.0817,-63.9655,67,88,78.476,4.48
481,sept-iles,CA,2024-04-25 22:18:01,50.2001,-66.3821,40,67,28.66999999999996,3.6
482,iquique,CL,2024-04-25 22:19:28,-20.2208,-70.1431,59,82,68.30600000000004,0.83
483,massaguet,TD,2024-04-25 22:19:28,12.4755,15.4365,19,14,89.27599999999998,3.76
484,san julian,MX,2024-04-25 22:19:29,21.0167,-102.1667,99,16,72.21199999999996,4.5
485,madang,PG,2024-04-25 22:19:29,-5.2246,145.7966,44,67,88.06999999999996,3.29
486,okhotsk,RU,2024-04-25 22:18:21,59.3833,143.3,100,97,33.475999999999985,1.59
487,farrokh shahr,IR,2024-04-25 22:19:29,32.2717,50.9801,6,93,42.332000000000015,1.03
488,port saint john's,ZA,2024-04-25 22:19:29,-31.6229,29.5448,100,83,67.80199999999998,5.04
489,somero,FI,2024-04-25 22:19:30,60.6167,23.5333,100,98,35.00600000000003,0.53
490,walvis bay,NA,2024-04-25 22:07:46,-22.9575,14.5053,0,78,61.10600000000003,2.47
491,carmo do rio verde,BR,2024-04-25 22:19:30,-15.3536,-49.7075,75,63,75.99199999999999,1.34
492,chibougamau,CA,2024-04-25 22:19:30,49.9168,-74.3659,100,74,26.491999999999997,0
493,lethem,GY,2024-04-25 22:19:30,3.3803,-59.7968,100,81,77.05399999999995,0.72
494,cat ba,,,,,,,,
495,tobi village,,,,,,,,
496,freeport,US,2024-04-25 22:18:21,40.6576,-73.5832,0,72,47.227999999999966,2.57
497,ellsworth,US,2024-04-25 22:17:56,44.5434,-68.4195,0,79,40.11799999999998,0.89
498,bouznika,MA,2024-04-25 22:19:32,33.7894,-7.1597,75,100,57.63200000000002,1.54
499,taulaga,AS,2024-04-25 22:19:32,-11.0553,-171.0883,4,67,85.73000000000005,5.16
500,lagunas,PE,2024-04-25 22:19:32,-5.2269,-75.6753,100,92,75.88399999999999,1.13
501,harper,LR,2024-04-25 22:19:32,4.375,-7.7169,84,85,81.55399999999995,2.62
502,mpongwe,ZM,2024-04-25 22:19:32,-13.5091,28.155,5,65,56.94800000000002,2.48
503,puerto aysen,CL,2024-04-25 22:19:33,-45.4,-72.7,100,98,38.69600000000005,2.83
504,luderitz,NA,2024-04-25 22:19:33,-26.6481,15.1594,80,75,60.29600000000005,6.58
505,gusinoozyorsk,RU,2024-04-25 22:15:51,51.2833,106.5,99,54,39.16400000000003,8.05
506,hue,VN,2024-04-25 22:19:33,16.4667,107.6,20,41,100.77799999999996,3.09
507,masterton,NZ,2024-04-25 22:19:34,-40.9597,175.6575,75,61,60.15199999999997,4.83
508,mangrol,IN,2024-04-25 22:19:34,21.1167,70.1167,0,65,81.40999999999998,5.39
509,taoudenni,ML,2024-04-25 22:19:34,22.6783,-3.9836,41,12,85.334,4.24
510,derzhavinsk,KZ,2024-04-25 22:19:34,51.1,66.3167,100,44,44.94199999999999,6.14
511,west bay,KY,2024-04-25 22:19:34,19.3667,-81.4167,0,69,80.94200000000001,2.57
512,la palma,US,2024-04-25 22:19:35,33.8464,-118.0467,40,75,62.185999999999964,2.57
513,quelimane,MZ,2024-04-25 22:19:35,-17.8786,36.8883,40,94,71.816,1.16
514,kingston,JM,2024-04-25 22:19:35,17.997,-76.7936,20,70,85.424,2.57
515,alofi,NU,2024-04-25 22:09:42,-19.0595,-169.9187,75,74,84.36199999999997,5.14
516,cooper's town,BS,2024-04-25 22:19:35,26.8667,-77.5167,0,63,72.46400000000003,4.6
517,coquimbo,CL,2024-04-25 22:15:20,-29.9533,-71.3436,100,68,62.13200000000002,0.74
518,fuglafjordur,FO,2024-04-25 22:19:36,62.244,-6.814,100,83,39.938000000000045,9.46
519,vialonga,PT,2024-04-25 22:19:36,38.8709,-9.0682,75,76,58.477999999999966,1.79
520,lochem,NL,2024-04-25 22:19:36,52.1592,6.4111,100,92,43.84399999999997,2.58
521,nova russas,BR,2024-04-25 22:19:36,-4.7067,-40.5631,20,99,70.44800000000004,1.51
522,sakaiminato,JP,2024-04-25 22:19:36,35.55,133.2333,75,53,77.19800000000004,4.63
523,los alamos,US,2024-04-25 22:19:37,35.8881,-106.307,100,39,50.935999999999964,3.6
524,bandar-e lengeh,IR,2024-04-25 22:19:37,26.5579,54.8807,0,69,75.57799999999997,2.06
525,tolanaro,MG,2024-04-25 22:19:37,-25.0319,46.9987,22,91,72.734,4.08
526,cumbal,CO,2024-04-25 22:19:37,0.9088,-77.7915,95,97,47.24600000000005,1.82
527,harstad,NO,2024-04-25 22:19:37,68.799,16.5293,86,70,34.43000000000004,4.02
528,yuzhno-kurilsk,RU,2024-04-25 22:10:00,44.0306,145.8556,5,66,56.641999999999996,1.84
529,lesnoy,RU,2024-04-25 22:19:38,57.6198,63.0784,100,97,36.30199999999998,1.17
530,soio,AO,2024-04-25 22:19:38,-6.1349,12.3689,100,90,80.33000000000004,2.24
531,miguelopolis,BR,2024-04-25 22:19:38,-20.1794,-48.0319,96,58,80.69000000000003,0.82
532,kamloops,CA,2024-04-25 22:16:54,50.6665,-120.3192,100,90,49.00999999999998,0
533,mormugao,IN,2024-04-25 22:19:38,15.4,73.8,20,70,85.53200000000001,2.06
534,es castell,ES,2024-04-25 22:19:38,39.8795,4.2854,20,82,54.55399999999995,1.03
535,barra,BR,2024-04-25 22:19:39,-11.0894,-43.1417,30,75,78.51199999999996,2.63
536,mahina,PF,2024-04-25 22:19:39,-17.5065,-149.489,75,74,86.03599999999997,3.09
537,yarrawonga,AU,2024-04-25 22:19:39,-36.0167,146,0,38,66.77599999999998,1.12
538,xining,CN,2024-04-25 22:19:11,36.6167,101.7667,100,27,59.39600000000005,2.64
539,aldinga beach,AU,2024-04-25 22:19:39,-35.2793,138.4604,89,52,65.03000000000004,2.77
540,general mosconi,AR,2024-04-25 22:19:39,-23.1851,-62.303,60,87,71.33000000000004,2.93
541,nyandoma,RU,2024-04-25 22:19:40,61.669,40.1991,88,98,44.492,2.46
542,sinop,TR,2024-04-25 22:19:40,41.7711,34.8709,98,42,65.37200000000004,1.98
543,vostochnyy,RU,2024-04-25 22:19:40,55.8167,37.8667,100,76,57.398000000000025,1.92
544,i-n-salah,DZ,2024-04-25 22:19:40,27.1935,2.4607,0,14,80.02400000000002,4.27
545,papao,PF,2024-04-25 22:05:11,-17.75,-149.55,72,80,85.94600000000005,4.02
546,gotsucho,JP,2024-04-25 22:19:41,35,132.2167,100,67,68.19800000000004,0.62
547,berdigestyakh,RU,2024-04-25 22:19:41,62.0989,126.6992,100,84,20.82200000000004,4.2
548,roma,US,2024-04-25 22:19:41,43.2128,-75.4557,0,66,37.99399999999997,0.45
549,puerto baquerizo moreno,EC,2024-04-25 22:19:41,-0.9,-89.6,79,84,77.28800000000004,2.46
550,timaru,NZ,2024-04-25 22:19:41,-44.4,171.25,95,48,54.33800000000005,1.79
551,fernie,CA,2024-04-25 22:19:42,49.5,-115.0687,100,85,52.26799999999999,1.9
552,sandnessjoen,NO,2024-04-25 22:19:42,66.0217,12.6316,29,71,34.592,7.55
553,portel,BR,2024-04-25 22:19:43,-1.9356,-50.8211,100,97,75.52400000000002,1.31
554,natal,BR,2024-04-25 22:19:05,-5.795,-35.2094,20,94,77.91799999999998,3.09
555,ankang,CN,2024-04-25 22:19:43,32.68,109.0172,0,51,80.34800000000003,0.04
556,cururupu,BR,2024-04-25 22:19:43,-1.8283,-44.8683,100,100,74.19200000000001,0.28
557,santa helena,BR,2024-04-25 22:19:43,-2.2311,-45.3,100,98,74.642,0.85
558,harrison,US,2024-04-25 22:19:44,30.4091,-89.0436,0,77,73.74199999999999,3.6
559,fale old settlement,TK,2024-04-25 22:19:44,-9.3852,-171.2468,39,75,85.02799999999996,5.27
560,kruisfontein,ZA,2024-04-25 22:19:44,-34.0033,24.7314,100,95,61.15999999999998,3.38
561,zeya,RU,2024-04-25 22:19:44,53.75,127.2667,100,80,37.75999999999998,5.51
562,nao me toque,BR,2024-04-25 22:19:44,-28.4592,-52.8208,85,95,69.35,2.83
563,aiquile,BO,2024-04-25 22:19:45,-18.2041,-65.1807,89,91,58.02799999999996,1.52
564,llanes,ES,2024-04-25 22:16:00,43.4198,-4.7549,70,80,53.096000000000046,2.33
565,shitanjing,CN,2024-04-25 22:19:45,39.2342,106.3439,100,29,62.438000000000045,5.14
566,mpika,ZM,2024-04-25 22:19:45,-11.8343,31.4529,82,83,54.76999999999996,1.87
567,praia da vitoria,PT,2024-04-25 22:19:45,38.7333,-27.0667,75,88,59.522000000000034,5.32
568,searcy,US,2024-04-25 22:19:45,35.2506,-91.7363,100,84,57.469999999999956,4.63
569,portland,US,2024-04-25 22:10:04,45.5234,-122.6762,100,90,54.877999999999965,2.24
570,road town,VG,2024-04-25 22:19:46,18.4167,-64.6167,100,73,80.95999999999998,7.75
571,atherton,GB,2024-04-25 22:19:46,53.5237,-2.4935,36,89,38.01199999999996,1.47
572,sinabang,ID,2024-04-25 22:19:46,2.4803,96.3801,100,74,84.88399999999999,1.02
573,buala,SB,2024-04-25 22:10:05,-8.145,159.5921,82,76,85.80199999999998,2.05
574,grand falls-windsor,CA,2024-04-25 22:19:20,48.9332,-55.6649,25,69,33.78200000000002,1.34
575,kushiro,JP,2024-04-25 22:19:46,42.975,144.3747,0,55,62.024000000000015,6.17
576,albertina,BR,2024-04-25 22:19:47,-22.2008,-46.6158,29,79,65.78599999999997,2.63
577,al qadarif,SD,2024-04-25 22:19:47,14.0349,35.3834,67,14,84.14600000000004,4.33
578,raduzhny,RU,2024-04-25 22:19:47,62.0961,77.475,96,86,26.761999999999954,1.29
579,awjilah,LY,2024-04-25 22:19:47,29.1081,21.2869,72,53,58.891999999999996,5.05
580,marang,MY,2024-04-25 22:19:47,5.2056,103.2059,100,65,91.58000000000004,0.76
581,manadhoo,MV,2024-04-25 22:19:47,5.7667,73.3833,55,74,84.27200000000005,0.92
582,madera,US,2024-04-25 22:19:48,37.1666,-119.8343,63,74,64.58000000000004,2.69
583,tulln,AT,2024-04-25 22:19:48,48.3283,16.0586,6,83,40.31600000000001,0.41
584,port moresby,PG,2024-04-25 22:15:04,-9.4431,147.1797,40,66,89.29399999999998,5.14
585,fonadhoo,,,,,,,,
586,borodulikha,KZ,2024-04-25 22:15:12,50.7184,80.9295,0,30,36.158,10.41
587,tol'yatti,RU,2024-04-25 22:19:48,53.5303,49.3461,97,81,51.89000000000002,4.51
588,selkirk,CA,2024-04-25 22:19:49,50.1436,-96.8845,66,45,64.74199999999999,5.36
589,kunhegyes,HU,2024-04-25 22:18:18,47.3667,20.6333,7,82,35.851999999999975,0.86
590,mili,MH,2024-04-25 22:19:49,6.0815,171.735,31,82,82.868,9.71
591,ballina,AU,2024-04-25 22:19:49,-28.8667,153.5667,97,66,70.05199999999998,6.62
592,birao,CF,2024-04-25 22:19:49,10.2849,22.7882,96,34,86.30600000000004,3
593,kittila,FI,2024-04-25 22:19:49,67.6647,24.8936,0,86,29.875999999999987,1.54
594,andergrove,AU,2024-04-25 22:19:50,-21.0833,149.1833,6,68,85.90999999999998,5.4
595,geraldton,AU,2024-04-25 22:16:52,-28.7667,114.6,0,34,79.484,6.69
596,ha giang,VN,2024-04-25 22:19:50,22.8333,104.9833,1,44,93.95600000000003,2.19
597,carboneras,ES,2024-04-25 22:19:50,37.0015,-1.9213,0,82,59.774000000000015,1.55
598,greenland,US,2024-04-25 22:19:51,43.0362,-70.8328,0,77,42.38599999999997,0
599,vargarda,SE,2024-04-25 22:19:51,58.0371,12.8091,100,96,36.193999999999974,1.76
600,mabaruma,GY,2024-04-25 22:19:51,8.2,-59.7833,92,87,76.424,1.22
601,bambari,CF,2024-04-25 22:19:51,5.768,20.6757,100,69,76.00999999999999,1.35
